word,answer
hazard (verb),"ˈhæz.əd
to risk doing something, especially making a guess, suggestion, etc.."
he (noun),"hiː
a male."
headline (verb),"ˈhed.laɪn
to have something as a headline or as the main story."
headline (adjective),"ˈhed.laɪn
a headline amount, number, or rate is the most important one or the one that people notice most."
healthcare (noun),"ˈhelθkeər
the activity or business of providing medical services."
hearing (noun),"ˈhɪə.rɪŋ
an official meeting that is held to collect the facts about an event or problem."
hearing (adjective),"ˈhɪə.rɪŋ
able to hear."
heart (verb),"hɑːt
used to say that you like someone or something very much."
heavy (noun),"ˈhev.i
a large strong man employed to protect someone else or to frighten other people."
heel (exclamation),"hiːl
said to a dog to order it to come and stand close to you or to walk close to your side as you walk."
heel (verb),"hiːl
to repair the heel of a shoe."
heighten (verb),"ˈhaɪ.tən
to increase or make something increase, especially an emotion or effect."
her (determiner),"hɜːr
belonging to or connected with a woman, girl, or female animal that has just been mentioned or is known about."
heritage (adjective),"ˈher.ɪ.tɪdʒ
relating to buildings, places, works of art, etc. that are considered to have historical importance for a particular area or for all people."
hide (noun),"haɪd
the strong, thick skin of an animal, used for making leather."
high (noun),"haɪ
a higher level than has ever been reached previously."
hint (verb),"hɪnt
to say or do something that shows what you think or want, usually in a way that is not direct."
hip (exclamation),"hɪp
an expression that is called out, often by a group of people at the same time, to express approval of someone."
hip (adjective),"hɪp
fashionable."
hire (noun),"haɪər
an arrangement to use something by paying for it."
hole (verb),"həʊl
to make a hole in something, especially a ship or boat."
holiday (verb),"ˈhɒl.ə.deɪ
to take a holiday."
hollow (noun),"ˈhɒl.əʊ
a hole or empty space in something, or a low area in a surface."
home (adverb),"həʊm
at or to your house or the place where you live."
home (adjective),"həʊm
relating to the house, flat, etc. where someone lives."
homeland (noun),"ˈhəʊm.lænd
the country you were born in."
hook (verb),"hʊk
to fasten something with a hook, hang something on a hook, or catch something with a hook."
hopeful (noun),"ˈhəʊp.fəl
a person who is trying to get a part in a film, play for a famous sports team, etc.."
horror (adjective),"ˈhɒr.ər
used especially in news reports to describe something extremely unpleasant and shocking."
humble (verb),"ˈhʌm.bəl
to make someone understand that they are not as important or special as they thought."
humour (verb),"ˈhjuː.mər
to do what someone wants so that they do not become annoyed or upset."
hurricane (noun),"ˈhʌr.ɪ.kən
a violent wind that has a circular movement, especially in the West Atlantic Ocean."
hurt (noun),"hɜːt
emotional pain."
husband (verb),"ˈhʌz.bənd
to use something carefully so that you do not use all of it."
hydrogen (noun),"ˈhaɪ.drə.dʒən
a chemical element that is the lightest gas, has no colour, taste, or smell, and combines with oxygen to form water."
i (noun),"aɪ
the ninth letter of the English alphabet."
ice (verb),"aɪs
to cover a cake with icing (= a food made mainly with sugar)."
ice cream (noun),"ˌaɪs ˈkriːm ˌkəʊn
a small, cone-shaped, edible container that holds ice cream."
ideal (noun),"aɪˈdɪəl
a principle or a way of behaving that is of a very high standard."
identity (adjective),"aɪˈden.tə.ti
showing or proving who someone is."
ideological (adjective),"ˌaɪ.di.əˈlɒdʒ.ɪ.kəl
based on or relating to a particular set of ideas or beliefs."
ideology (noun),"ˌaɪ.diˈɒl.ə.dʒi
a set of beliefs or principles, especially one on which a political system, party, or organization is based."
if (noun),"ɪf
something that is not certain or not yet decided."
ill (adverb),"ɪl
badly."
ill (noun),"ɪl
harm."
illegal (noun),"ɪˈliː.ɡəl
an offensive word for someone who lives or works in another country when they do not have the legal right to do this."
imagery (noun),"ˈɪm.ɪ.dʒər.i
the use of words or pictures in books, films, paintings, etc. to describe ideas or situations."
immediately (conjunction),"ɪˈmiː.di.ət.li
as soon as."
immune (adjective),"ɪˈmjuːn
protected against a particular disease by particular substances in the blood."
implement (noun),"ˈɪm.plɪ.mənt
a tool that works by being moved by hand or by being pulled across a surface."
impossible (noun),"ɪmˈpɒs.ə.bəl
something that cannot be expected to happen or exist."
in (adjective),"ɪn
fashionable or popular."
inch (verb),"ɪntʃ
to move very slowly or in a lot of short stages."
incidence (noun),"ˈɪn.sɪ.dəns
an event, or the rate at which something happens."
incident (adjective),"ˈɪn.sɪ.dənt
touching or hitting the surface of something."
included (adjective),"ɪnˈkluː.dɪd
containing something as a part of something else, or making something part of something else."
indeed (exclamation),"ɪnˈdiːd
used to express surprise, anger, or lack of belief or interest."
independent (noun),"ˌɪn.dɪˈpen.dənt
a politician who does not represent a political party."
index (verb),"ˈɪn.deks
to prepare an index for a book or collection, or arrange it in an index."
indictment (noun),"ɪnˈdaɪt.mənt
something that shows a policy, system, society, etc. is bad or wrong."
indigenous (adjective),"ɪnˈdɪdʒ.ɪ.nəs
used to refer to, or relating to, the people who originally lived in a place, rather than people who moved there from somewhere else ."
induce (verb),"ɪnˈdjuːs
to persuade someone to do something."
industrial (noun),"ɪnˈdʌs.tri.əl
a company whose main business is producing goods."
infamous (adjective),"ˈɪn.fə.məs
famous for something considered bad."
infant (adjective),"ˈɪn.fənt
related to or connected with the first stage of school in the UK, for children aged four to seven years."
inflict (verb),"ɪnˈflɪkt
to force someone to experience something very unpleasant."
info (noun),"ˈɪn.fəʊ
informal for
information ."
inhibit (verb),"ɪnˈhɪb.ɪt
to prevent someone from doing something by making them feel nervous or embarrassed ."
initial (verb),"ɪˈnɪʃ.əl
to write your initials on something."
initiate (noun),"ɪˈnɪʃ.i.ət
a person who has recently joined a group and has been taught its secrets."
inject (verb),"ɪnˈdʒekt
to use a needle and syringe (= small tube) to put a liquid such as a drug into a person's body."
injured (noun),"ˈɪn.dʒəd
people who are injured, considered as a group."
ink (verb),"ɪŋk
to put ink on something."
inmate (noun),"ˈɪn.meɪt
a person who is kept in a prison or a hospital for people who are mentally ill."
innocent (noun),"ˈɪn.ə.sənt
a person who has very little experience and does not know about the bad things that happen in life."
input (verb),"ˈɪn.pʊt
to put information into a computer or other piece of electronic equipment."
insert (noun),"ˈɪn.sɜːt
something that is made to go inside or into something else."
insertion (noun),"ɪnˈsɜː.ʃən
the act of putting something inside something else, or adding something, especially words to something else."
inside (adjective),"ˈɪn.saɪd
on or in the inner part of something such as a container or building."
inside (preposition),"ˌɪnˈsaɪd
in a room, building, container, or something similar."
insider (noun),"ɪnˈsaɪ.dər
someone who is an accepted member of a group and who therefore has special or secret knowledge or influence."
instance (verb),"ˈɪn.stəns
to give something as an example."
instant (noun),"ˈɪn.stənt
an extremely short period of time."
institute (verb),"ˈɪn.stɪ.tʃuːt
to start or cause a system, rule, legal action, etc. to exist."
institutional (adjective),"ˌɪn.stɪˈtʃuː.ʃən.əl
relating to an institution."
instrumental (adjective),"ˌɪn.strəˈmen.təl
If someone or something is instrumental in a process, plan, or system, that person or thing is one of the most important influences in causing it to happen."
instrumental (noun),"ˌɪn.strəˈmen.təl
a piece of music without singing."
intake (noun),"ˈɪn.teɪk
an act of taking in something, especially breath."
integral (noun),"ˈɪn.tɪ.ɡrəl
a number or function that gives the area under a curve on a graph between two points."
integrated (adjective),"ˈɪn.tɪ.ɡreɪ.tɪd
with two or more things combined in order to become more effective."
intended (noun),"ɪnˈten.dɪd
the person that you are going to marry."
intent (adjective),"ɪnˈtent
giving all your attention to something."
interface (verb),"ˈɪn.tə.feɪs
to connect two or more pieces of equipment, such as computers."
interface (noun),"ˈɪn.tə.feɪs
a connection between two pieces of electronic equipment, or between a person and a computer."
interim (noun),"ˈɪn.tər.ɪm
in the time between two particular periods or events."
interior (adjective),"ɪnˈtɪə.ri.ər
inside."
international (noun),"ˌɪn.təˈnæʃ.ən.əl
a sports event involving more than one country, or a person who competes in it."
intimate (noun),"ˈɪn.tɪ.mət
a friend you know very well."
invite (noun),"ˈɪn.vaɪt
an invitation."
invoke (verb),"ɪnˈvəʊk
to use a law in order to achieve something, or to mention something in order to explain something or to support your opinion or action."
involved (adjective),"ɪnˈvɒlvd
not simple and therefore difficult to understand."
iron (adjective),"aɪən
very strong physically, mentally, or emotionally."
irrelevant (adjective),"ɪˈrel.ə.vənt
not related to what is being discussed or considered and therefore not important."
isolate (verb),"ˈaɪ.sə.leɪt
to separate something from other things with which it is connected or mixed."
jail (verb),"dʒeɪl
to put someone in a jail."
jet (verb),"dʒet
to travel somewhere by plane."
join (noun),"dʒɔɪn
a place where two things meet or are fastened together."
joint (verb),"dʒɔɪnt
to cut meat into large pieces ready for cooking."
