word,answer
construction (noun),"kənˈstrʌk.ʃən
the work of building or making something, especially buildings, bridges, etc.."
consult (verb),"kənˈsʌlt
to get information or advice from a person, book, etc. with special knowledge on a particular subject."
consultant (noun),"kənˈsʌl.tənt
someone who advises people on a particular subject."
consultation (noun),"ˌkɒn.sʌlˈteɪ.ʃən
a meeting to discuss something or to get advice."
consume (verb),"kənˈsjuːm
to use fuel, energy, time, or a product, especially in large amounts."
consumer (noun),"kənˈsjuː.mər
a person who buys goods or services for their own use."
consumption (noun),"kənˈsʌmp.ʃən
the amount used or eaten."
contact (verb),"ˈkɒn.tækt
to communicate with someone by calling or sending them a letter, email, etc.."
contact (noun),"ˈkɒn.tækt
communication with someone, especially by speaking or writing to them regularly."
contain (verb),"kənˈteɪn
to have something inside or include something as a part."
container (noun),"kənˈteɪ.nər
a hollow object, such as a box or a bottle, that can be used for holding something, especially to carry or store it."
contemplate (verb),"ˈkɒn.təm.pleɪt
to spend time considering a possible future action, or to consider one particular thing for a long time in a serious and quiet way."
contemporary (adjective),"kənˈtem.pər.ər.i
existing or happening now, and therefore seeming modern."
contemporary (noun),"kənˈtem.pər.ər.i
someone living during the same period as someone else."
contempt (noun),"kənˈtempt
a strong feeling of disliking and having no respect for someone or something."
contend (verb),"kənˈtend
to compete in order to win something."
contender (noun),"kənˈten.dər
someone who competes with other people to try to win something."
content (verb),"kənˈtent
to make someone feel happy and satisfied."
content (noun),"kənˈtent
a happy and satisfied feeling."
content (adjective),"kənˈtent
pleased with your situation and not hoping for change or improvement."
contention (noun),"kənˈten.ʃən
the disagreement that results from opposing arguments."
contest (verb),"kənˈtest
If you contest a formal statement, a claim, a judge's decision, or a legal case, you say formally that it is wrong or unfair and try to have it changed."
contest (noun),"ˈkɒn.test
a competition to do better than other people, usually in which prizes are given."
context (noun),"ˈkɒn.tekst
the situation within which something exists or happens, and that can help explain it."
continent (adjective),"ˈkɒn.tɪ.nənt
able to control when you urinate and empty your bowels."
continent (noun),"ˈkɒn.tɪ.nənt
one of the seven large land masses on the earth's surface, surrounded, or mainly surrounded, by sea and usually consisting of various countries."
continually (adverb),"kənˈtɪn.ju.ə.li
in a way that happens repeatedly."
continue (verb),"kənˈtɪn.juː
to keep happening, existing, or doing something, or to cause something or someone to do this."
continuous (noun),"kənˈtɪn.ju.əs
the form of a verb that is used to show that the action is continuing. In English, it is formed with the verb ""be"" followed by a present participle (= the -ing form of a verb)."
continuous (adjective),"kənˈtɪn.ju.əs
without a pause or interruption."
contract (verb),"kənˈtrækt
to make or become shorter or narrower or generally smaller in size."
contract (noun),"ˈkɒn.trækt
a legal document that states and explains a formal agreement between two different people or groups, or the agreement itself."
contractor (noun),"kənˈtræk.tər
a person or company that signs a contract to supply materials or workers to perform a service or a job."
contradiction (noun),"ˌkɒn.trəˈdɪk.ʃən
the fact of something being the complete opposite of something else or very different from something else, so that one of them must be wrong."
contrary (noun),"ˈkɒn.trə.ri
the opposite."
contrary (adjective),"ˈkɒn.trə.ri
opposite."
contrast (verb),"kənˈtrɑːst
to compare two people or things in order to show the differences between them."
contrast (noun),"ˈkɒn.trɑːst
an obvious difference between two or more things."
contribute (verb),"kənˈtrɪb.juːt
to give something, especially money, in order to provide or achieve something together with other people."
contribution (noun),"ˌkɒn.trɪˈbjuː.ʃən
something that you contribute or do to help produce or achieve something together with other people, or to help make something successful."
contributor (noun),"kənˈtrɪb.jə.tər
a person who contributes something, especially money, in order to provide or achieve something together with other people."
control (noun),"kənˈtrəʊl
the act of controlling something or someone, or the power to do this."
control (verb),"kənˈtrəʊl
to order, limit, or rule something, or someone's actions or behaviour."
controversial (adjective),"ˌkɒn.trəˈvɜː.ʃəl
causing disagreement or discussion."
controversy (noun),"ˈkɒn.trə.vɜː.si
a lot of disagreement or argument about something, usually because it affects or is important to many people."
convenience (noun),"kənˈviː.ni.əns
the state of being convenient."
convenient (adjective),"kənˈviː.ni.ənt
suitable for your purposes and needs and causing the least difficulty."
convention (noun),"kənˈven.ʃən
a large formal meeting of people who do a particular job or have a similar interest, or a large meeting for a political party."
conventional (adjective),"kənˈven.ʃən.əl
traditional and ordinary."
conversation (noun),"ˌkɒn.vəˈseɪ.ʃən
(a) talk between two or more people in which thoughts, feelings, and ideas are expressed, questions are asked and answered, or news and information is exchanged."
conversion (noun),"kənˈvɜː.ʃən
the process of converting something from one thing to another."
convert (noun),"ˈkɒn.vɜːt
someone who changes their beliefs, habits, or way of living."
convert (verb),"kənˈvɜːt
to (cause something or someone to) change in form or character."
convey (verb),"kənˈveɪ
to express a thought, feeling, or idea so that it is understood by other people."
convict (verb),"kənˈvɪkt
to decide officially in a law court that someone is guilty of a crime."
convict (noun),"ˈkɒn.vɪkt
someone who is in prison because they are guilty of a crime."
conviction (noun),"kənˈvɪk.ʃən
the fact of officially being found to be guilty of a particular crime, or the act of officially finding someone guilty."
convince (verb),"kənˈvɪns
to persuade someone or make someone certain."
convinced (adjective),"kənˈvɪnst
certain."
convincing (adjective),"kənˈvɪn.sɪŋ
able to make you believe that something is true or right."
cook (verb),"kʊk
When you cook food, you prepare it to be eaten by heating it in a particular way, such as baking or boiling, and when food cooks, it is heated until it is ready to eat."
cook (noun),"kʊk
someone who prepares and cooks food."
cooker (noun),"ˈkʊk.ər
a large box-shaped device that is used to cook and heat food, either by putting the food inside or by putting it on the top."
cooking (noun),"ˈkʊk.ɪŋ
the activity of preparing or cooking food."
cooking (adjective),"ˈkʊk.ɪŋ
good for cooking with."
cool (adjective),"kuːl
slightly cold."
cool (exclamation),"kuːl
used for saying that you think something is good or acceptable, or that you have understood what you have been told."
cool (noun),"kuːl
the pleasant, slightly cold temperature of a place."
cool (verb),"kuːl
to become or cause something to become slightly colder."
cooperate (verb),"kəʊˈɒp.ər.eɪt
to act or work together for a particular purpose, or to be helpful by doing what someone asks you to do."
cooperative (noun),"ˈkəʊɒp
an organization, business, shop, farm, or group of farms that is owned and managed by a group of people who also work in it."
cooperative (adjective),"kəʊˈɒp.ər.ə.tɪv
willing to help or do what people ask."
coordinate (noun),"kəʊˈɔː.dɪ.nət
one of a pair of numbers and/or letters that show the exact position of a point on a map or graph."
coordinate (verb),"kəʊˈɔː.dɪ.neɪt
to make many different things work effectively as a whole."
coordination (noun),"kəʊˌɔː.dɪˈneɪ.ʃən
the act of making all the people involved in a plan or activity work together in an organized way."
coordinator (noun),"kəʊˈɔː.dɪ.neɪ.tər
someone whose job is to make different groups work together in an organized way to achieve something."
cop (verb),"kɒp
to arrest someone for a crime."
cop (noun),"kɒp
a 
police officer ."
cope (verb),"kəʊp
to deal successfully with a difficult situation."
copper (adjective),"ˈkɒp.ər
made of or relating to the metal copper."
copper (noun),"ˈkɒp.ər
a chemical element that is a reddish-brown metal, used especially for making wire and coins."
copy (noun),"ˈkɒp.i
something that has been made to be exactly like something else."
copy (verb),"ˈkɒp.i
to produce something so that it is the same as an original piece of work."
copyright (noun),"ˈkɒp.i.raɪt
the legal right to control the production and selling of a book, play, film, photograph, or piece of music."
